epoch,train_lr,train_loss,test_loss,test_acc1,test_acc5,test_ema_loss,test_ema_acc1,test_ema_acc5
0,1.000000000000014e-06,6.9159883000850675,6.893138450734756,0.24600001510620118,0.9020000434541702,6.912292990614386,0.1020000015258789,0.4920000050544739
1,1.000000000000014e-06,6.903954573774338,6.859029552515815,0.3800000170516968,1.5940000604724884,6.910113997319165,0.10000000137329101,0.5060000078010559
2,0.00040080000000000486,6.529000393104553,5.155427697826834,8.120000238990784,22.166000623321533,6.908790649736629,0.09800000061035156,0.506000007019043
3,0.0008005999999999952,6.049420235681533,3.9758172526079067,21.012000562591552,44.03000130958557,6.908933907747269,0.1000000016784668,0.5020000064086914
4,0.001200399999999992,5.674247535800934,3.3709167803035065,29.542000842666624,56.16000150466919,6.910624043029897,0.1000000016784668,0.5000000065612793
5,0.001600200000000024,5.379906292748451,2.9059236338909935,37.93000106399536,65.04800171356202,6.914403636665905,0.10000000122070313,0.5000000074768066
6,0.001998636387080776,5.147319635844231,2.52856943712515,44.12200128326416,70.95200212615967,6.920896672150668,0.10000000122070313,0.5100000077819824
7,0.001998036594786119,4.943740556931496,2.4033882416346493,48.57000131317139,74.97000262283325,6.929198056459427,0.10200000183105469,0.5280000119018554
8,0.001997327904838336,4.773204735732079,2.1387200749972286,51.610001368865966,77.74000254074096,6.938554984681747,0.10200000183105469,0.5160000109863281
9,0.0019965103949532784,4.647096855068207,2.1166965426767574,54.3140014038086,79.78400244873046,6.948393164312138,0.10200000137329102,0.5220000105285645
10,0.0019955841547800715,4.530468553972244,1.9359468629255014,57.776001448059084,82.04200255722046,6.959664804093978,0.11800000350952149,0.5600000152587891
11,0.0019945492858914225,4.430370405220986,1.7919287633369951,59.330001690368654,83.43400251205445,6.970946690615485,0.12200000518798829,0.5820000201416016
12,0.001993405901772395,4.363153052210808,1.7367712583611994,60.486001746521,83.9760024697876,6.973640915225534,0.14000000564575196,0.6800000289916992
13,0.001992154127807911,4.294779508924484,1.8371972928152365,60.99800170501709,84.4380025958252,6.9255976852248695,0.20800001202106475,0.8900000365877152
14,0.0019907941012691044,4.225629174828529,1.6270929645089542,63.53200189163208,86.0860026600647,6.71112789476619,0.6520000288248062,2.640000081386566
15,0.001989325971298189,4.172532679057121,1.609446580576546,64.36200184875489,86.77200258041381,6.139208982972538,3.8980001263904573,11.74000033566475
16,0.0019877498988921443,4.135197504615784,1.5639791878707268,64.67200190048217,86.70200246643067,5.3459380496950715,11.016000311412812,25.89000074687958
17,0.001986066056885134,4.099969333291054,1.5303393545396187,65.68800206192017,87.62600233566285,4.58417551482425,19.200000570220947,39.39800104949951
18,0.0019842746299294275,4.073225228333473,1.516421271597638,66.16400181762695,87.9800024887085,3.9422098994255066,26.844000842208864,50.31200134376526
19,0.001982375814475029,4.024599204492569,1.4733447241870796,66.48200202926635,88.2500025112915,3.4114834753906025,33.764000862045286,58.95400148345947
20,0.0019803698187486067,4.002497801566124,1.4171729655388523,67.2660019265747,88.78400266525269,2.9759375733487747,40.0620011819458,65.7940018838501
21,0.0019782568627301463,3.9762485000133516,1.5025996438720648,67.54800175445557,88.77800240036011,2.6382214641746353,45.49200134925842,71.02000226715087
22,0.001976037178129065,3.9507196954488752,1.4011233696604477,67.55000196395874,89.0400024206543,2.379544584628414,49.57600128479004,74.91400262664794
23,0.0019737110083587897,3.9356867070674895,1.4207931610153002,68.25800208847046,89.39400249954224,2.1779278709607968,53.00000138656616,78.12000234649658
24,0.0019712786085100747,3.9136113818883898,1.3405706676490166,68.63800213439941,89.64600236236572,2.0213733219048557,56.03000141052246,80.51400249053955
25,0.0019687402453230037,3.900544236445427,1.3681763964979088,68.84000198745727,89.60400254547119,1.897508978843689,58.45600147949219,82.38600268218994
26,0.0019660961971576228,3.8776225434541702,1.3505500489298035,69.09600221984863,89.60400237930298,1.796035504078164,60.5740018611145,83.92400258346558
27,0.0019633467539636844,3.8576081805229188,1.4446791903499294,69.22600221603393,89.71800239303589,1.7134304557214766,62.452001738433836,85.17800248901368
28,0.001960492217248551,3.8452556313991546,1.3783210388877813,68.91000222488404,89.64400256347656,1.6426686782609015,64.07800190536499,86.2280024156189
29,0.001957532900044391,3.8343420702695847,1.304785660961095,69.81600238433838,90.24800238067627,1.5818485766649246,65.47400190429687,87.13400278167724
30,0.001954469126873713,3.8261899195194244,1.3030933619422072,70.37000227142335,90.58000264694213,1.5298701351618065,66.66400187652587,87.81400243301391
31,0.001951301233713696,3.800641797184944,1.25194561349995,70.56000208511352,90.64400259933471,1.4816156724358307,67.68600182159423,88.52600260635376
32,0.0019480295679595446,3.8003218016147615,1.2941441424190998,70.41000223327637,90.56800248519897,1.4381687373799437,68.66000187774658,89.14800242904663
33,0.0019446544883863159,3.783417466711998,1.3111275406006504,70.5480020336914,90.73800251037598,1.3972390451852013,69.46400216949463,89.6460024583435
34,0.0019411763651094502,3.7788360012769697,1.2898083885802942,70.41400222305298,90.85600260116577,1.359696400077904,70.1400022543335,90.11600241668701
35,0.001937595579544427,3.7687069920301437,1.2516839723376667,70.87800210098267,90.8960028062439,1.3258747114416432,70.75800230606079,90.47200277114868
36,0.001933912524364705,3.7566138035058976,1.2341978900572832,71.43400235397338,91.09000259597778,1.293760782436413,71.47000217224121,90.81600240127564
37,0.001930127603458811,3.7477062034845354,1.2713304144494675,71.41600220077514,91.0760024545288,1.2634637051207178,71.95800229171753,91.16600247680664
38,0.0019262412318859173,3.7445083032369615,1.246295136563918,71.20800243804932,91.14000233459473,1.2368656705845804,72.4280023602295,91.48400254348755
39,0.0019222538358305567,3.727129560160637,1.163494394872995,71.73200227081298,91.28800251480102,1.21308853170451,72.8260023776245,91.7660025062561
40,0.001918165852555555,3.716722411990166,1.2606236037305172,71.47600235397339,91.1960022190857,1.191445221138351,73.15400241348267,91.95200224258423
41,0.0019139777303543795,3.7101672842025755,1.2266063549939323,71.66800228149414,91.16600251220703,1.172228820183698,73.47200260345458,92.13200229415894
42,0.001909689928501825,3.697474736738205,1.1869722457931322,71.95000234771729,91.4040026359558,1.1528723917024977,73.77200236160279,92.30200245040893
43,0.0019053029172036804,3.7054506962060927,1.244961867656778,71.78800219406128,91.41800266799926,1.1359188589541351,74.01800260253906,92.43000253387451
44,0.0019008171775451953,3.6898121945381166,1.2103361529024208,71.94000239501953,91.28000253433227,1.1202823435339857,74.22200255767822,92.56600262619018
45,0.0018962332014382086,3.6833726026773452,1.1565309326876612,72.05800229705811,91.54600273529053,1.1067876551738556,74.45400254135131,92.66600230926514
46,0.001891551491567408,3.6777300255298613,1.213560644098941,72.14600240463257,91.56800239593505,1.0949606770539986,74.65800246017456,92.81000247817992
47,0.0018867725613350525,3.678685121464729,1.1802401290658642,72.36200187667846,91.75000250091553,1.084704105687492,74.89000247970581,92.9100024684143
48,0.0018818969348046717,3.6693476305961608,1.1578148736015839,72.3300024887085,91.83000264190674,1.0745375348145472,75.0160026852417,93.04000251632691
49,0.0018769251466436497,3.651262466907501,1.1668985063100563,72.63000243026734,91.80600253295898,1.0649424714638906,75.16400271987915,93.11600257232666
50,0.0018718577420645882,3.6570161242961885,1.2314207775189596,72.41800231155395,91.64800278442382,1.0558426668319632,75.3720025050354,93.21200248443604
51,0.0018666952767655116,3.64665742855072,1.1819676432539434,72.34800215209961,91.62400250854492,1.0488794335328482,75.58000265548706,93.28200252624512
52,0.0018614383168689146,3.6472412628412245,1.2089772724053438,72.9080022668457,91.90200278137208,1.041434661978308,75.71000291763306,93.37000269226074
53,0.0018560874388596986,3.6388394770383834,1.1854628726620884,72.85200247497559,92.00800267669678,1.0348742437713288,75.85600304351807,93.40800273132324
54,0.0018506432295219242,3.6353497069120406,1.1661990637726642,72.71600242019653,91.8780026713562,1.029357203118065,75.99400269958497,93.48000263641357
55,0.0018451062858745107,3.63215906624794,1.166954846943126,72.93600249694825,92.050002580719,1.0241902428953087,76.07400242401123,93.55400257339477
56,0.0018394772151057051,3.6227376650571825,1.1517579150112236,73.11600244476318,92.01800252014161,1.0194140762528952,76.14400245162963,93.58200248275757
57,0.00183375663450656,3.6160010397195816,1.1679422641720842,73.45600258346558,92.10600248916626,1.0154673197471045,76.2480026223755,93.66200244812012
58,0.0018279451714031726,3.6132252497911455,1.1589628646478933,73.10000239761352,91.93200257720947,1.01087058861466,76.35200262451171,93.69400232650757
59,0.0018220434630880139,3.6075697345495223,1.1676822519477676,73.2600026524353,92.00200243377685,1.007171699338976,76.51800257843017,93.72200236740112
60,0.001816052156749922,3.6003969661712647,1.1368859294144547,73.09600235565186,92.20400262237548,1.004170314354055,76.57800265060425,93.76800243850708
61,0.0018099719094030562,3.607438304114342,1.1156689568477518,73.42400251373292,92.2000023904419,1.0008403382757132,76.69200246780396,93.80400261428834
62,0.0018038033878151612,3.604222617959976,1.1612364659633707,73.41800242675781,92.35800251098632,0.9972991044907009,76.80000240219117,93.84000265060425
63,0.0017975472684340769,3.5948351226568223,1.1656952059882528,73.24000245925903,92.10000258529664,0.993684321641922,76.91400265182494,93.8820025920105
64,0.001791204237313821,3.5923991361141203,1.2330634718870415,73.12000237808228,92.09800242843627,0.9911548784550499,76.96800246200561,93.91600261154174
65,0.0017847749900392373,3.570719549417496,1.0866253270822412,73.80400264129639,92.32600235549927,0.9880911197294208,77.00000241317748,93.96000268692016
66,0.0017782602316496962,3.5791255014181136,1.1195543857620043,73.90000245117187,92.33800269866943,0.9858388579724466,77.14600261291504,93.98800255996704
67,0.001771660676561891,3.5752574831962587,1.176486611366272,73.59200250564575,92.25200265304565,0.9833180380656439,77.19800264755249,93.99400275802613
68,0.0017649770484914644,3.568343346619606,1.1186476858223187,73.66000259841918,92.5000025944519,0.9807787775335943,77.29800232238769,94.01600258758545
69,0.001758210080373487,3.574200630092621,1.1340811071807848,73.97600262619018,92.40400249420166,0.9789368604474208,77.35800252044677,94.04200271453857
70,0.0017513605142822869,3.5754405876636506,1.1498297369655441,73.63400225234986,92.29800248214721,0.9766174839699969,77.43000268814087,94.03600261245728
71,0.0017444291013499953,3.5558421716451645,1.1117665592361898,73.94000271881103,92.53000288162231,0.974862461361815,77.47800248321533,94.04800255386353
72,0.0017374166016841382,3.5591769384384153,1.1231001611141598,73.93600253189086,92.52600244522095,0.972582807764411,77.51000250701904,94.10000258758545
73,0.0017303237842842885,3.547963673782349,1.137534331968602,73.88200248199463,92.58000265029908,0.9704249044332434,77.57400236541748,94.16600252197266
74,0.0017231514269578777,3.5561490372419358,1.0852451002334846,74.26400247039795,92.62800254013061,0.9679093351039816,77.61200237472534,94.16800250244141
75,0.0017159003162346125,3.5382446140289305,1.0829884071341331,74.16600254974365,92.5820026109314,0.9660467502167996,77.69200256011963,94.21600242156983
76,0.0017085712472806275,3.548169917583466,1.0998804815770948,74.10800242706298,92.59000236175537,0.9640085293966181,77.76000265777589,94.23800261688233
77,0.0017011650238107929,3.533519812822342,1.0808895293842344,74.40600251846314,92.75800228393555,0.9622571812394787,77.86000280868531,94.29200245529175
78,0.0016936824580010494,3.5322887502908706,1.060138929854421,74.51000268234253,92.8180024494934,0.9602966213270145,77.96400277496338,94.310002396698
79,0.0016861243703990485,3.532713746023178,1.068920569932636,74.30000252090454,92.8680024887085,0.9588184312862509,78.05400267303467,94.33800266479493
80,0.0016784915898342418,3.520208049654961,1.0678986372316586,74.36000236846924,92.7900024017334,0.9574331258807112,78.12000250427246,94.36600262573242
81,0.0016707849533270642,3.5184194645404814,1.0999338013284348,74.74600236251831,92.8780026248169,0.9560290307683104,78.18000278320312,94.41600256271363
82,0.001663005305997046,3.5171016144633294,1.1089060234234613,74.58200249206543,92.76200246795655,0.9542607106268406,78.22200253356934,94.4460025920105
83,0.0016551535009701407,3.51796815956831,1.139322240563,74.30000248565673,92.7100026486206,0.9526169979396988,78.19600252380371,94.43400280410766
84,0.0016472303992853554,3.5079441331386567,1.0611702832667267,74.57000243408203,92.75200270553589,0.9510292121592689,78.24000229919433,94.47000278900147
85,0.001639236869799943,3.5161848789453507,1.0520664433784344,74.5840025239563,92.93200242721558,0.9499486284878325,78.25800243164062,94.4720026815796
86,0.0016311737890946031,3.5116987181663513,1.1304377661470104,74.58400241516114,92.83600264053345,0.9485120883978465,78.29800232681275,94.5020026159668
87,0.0016230420413768944,3.5043757321596147,1.0539838476654362,74.68600250305175,92.9400025994873,0.9474200133015128,78.33800253631591,94.49800274993896
88,0.0016148425183847227,3.5064131374835967,1.0660505099769901,74.74800224975586,92.8660025164795,0.9467018115169862,78.35800249557495,94.47800271087647
89,0.0016065761192880518,3.4904092148065566,1.0598301430616308,74.87400267532348,93.00400254333496,0.9458977024563971,78.4540024371338,94.50000281829834
90,0.0015982437505908042,3.5003432677507402,1.0181879665264313,74.800002502594,92.96800256668091,0.9448183810009676,78.51800230926514,94.53000271621704
91,0.0015898463260309926,3.4812105730175973,1.0720919769476442,74.70600254302978,92.86400233764648,0.9428188009735416,78.57000259948731,94.5480025253296
92,0.0015813847664809548,3.487816295361519,1.1015925296746634,74.79000253585815,92.9140023475647,0.9410055768402183,78.59200243621827,94.55600268157959
93,0.0015728599998460196,3.482462313449383,1.0987543253337635,74.9560026649475,92.9500025956726,0.9391967297038611,78.62600243347168,94.60800270111083
94,0.0015642729609628499,3.473911814928055,1.057827447705409,75.02200249542237,93.0140026750183,0.937859126531026,78.68800256851196,94.65600273040772
95,0.0015556245914971397,3.4770197859287264,1.082549557528075,75.30400247314454,93.29600274780273,0.9364575662595385,78.69000240951539,94.68200274017335
96,0.00154691583983993,3.485789272582531,1.0585061451968025,75.28800220397949,93.0960026197815,0.9351077316438451,78.69400264938355,94.69600254486085
97,0.0015381476610041088,3.4723595273256302,1.0754585142302162,75.28200252792358,93.19200261291503,0.9334616115426316,78.74400250457764,94.69200255462647
98,0.001529321016519175,3.45848722345829,1.0859423836364466,75.38000253646851,93.16000253173829,0.9323141774272218,78.78200237487793,94.71800265228272
99,0.001520436874326258,3.4704926877141,1.067473647349021,75.18000273284912,93.09400250106812,0.930698049857336,78.72800241226196,94.73400270111084
100,0.0015114962086716307,3.459198626375198,1.0948113796903807,74.99200241378784,93.07400265899658,0.9291953585822793,78.7940024557495,94.73400277496337
101,0.001502499999999986,3.4586057482004167,1.0443384017357056,75.30200259506226,93.1460025793457,0.9277840589775759,78.83000251434326,94.78800280426026
102,0.0014934492348470658,3.454650658714771,1.028807451838956,75.49000276687622,93.03000263504029,0.9268305370693698,78.88600258270263,94.80600277496337
103,0.0014843449057312158,3.448124396455288,1.0523788102847689,75.45800261016846,93.21600241592407,0.925568424822653,78.94200237335205,94.8280026550293
104,0.0014751880110447145,3.4471544221162795,1.0527381914503433,75.44000258148193,93.2880025553894,0.9239624463679159,78.98200220199585,94.84200258392335
105,0.001465979554944238,3.4424767992138863,1.048775709946366,75.74200252349854,93.22800266418457,0.9222373025601401,78.98000243362426,94.84800261322022
106,0.0014567205472408619,3.441894518721104,1.0643773070153069,75.49400254348755,93.19200219573975,0.9210244245169794,78.98600247802734,94.85000256439208
107,0.0014474120032890111,3.437354599928856,1.0389376554419012,75.72200273254394,93.37800251876831,0.9197670598240459,79.08800263870239,94.86800258666992
108,0.0014380549438754759,3.4312920881032944,1.0158755964435198,75.67000267181396,93.32800269088744,0.918442510177984,79.1360025062561,94.88000255737305
109,0.0014286503951072302,3.4294408517599106,1.0913339569507277,75.73000248184204,93.35200281539917,0.9173003129441949,79.18200262786866,94.88000246948242
110,0.0014191993882991215,3.4263119460701943,1.0642892951693605,75.51600227874756,93.27200277679444,0.9160891433849054,79.17600238647461,94.91600258666992
111,0.0014097029598604254,3.434086247289181,1.0192878037033712,75.9220025604248,93.42800249023438,0.9148226016584564,79.20000273101806,94.91800262573243
112,0.0014001621511816294,3.4277114406108855,0.9945590232005891,75.9800024847412,93.44800258163453,0.9134693730841664,79.27800255523681,94.93000267715455
113,0.0013905780085198332,3.4282281808018684,1.0485359077506207,75.73000252563476,93.37400257202148,0.9125532679917181,79.25600224273681,94.91200267715455
114,0.0013809515828843947,3.407106874537468,1.0183928790776169,76.08200270553588,93.49000247833251,0.9110149640370818,79.25400229156494,94.94400248184203
115,0.001371283929921252,3.4100187715768815,1.014507231357343,75.91800255050659,93.47000260971069,0.9098294508807799,79.26800235290527,94.90800262832641
116,0.0013615761097975846,3.410618411707878,1.0200824808767612,76.02000249084473,93.5540022782898,0.9087285701842869,79.29600230682372,94.9280026966858
117,0.0013518291870852068,3.4066673193573953,1.0472240784369848,76.02200250076294,93.66200261535644,0.9081841104609125,79.30800249069213,94.97200282363892
118,0.001342044230644075,3.401817921280861,1.028056222726317,75.97600238418579,93.54200218414307,0.9065102273050476,79.39400249343872,94.97600274810792
119,0.0013322223135049062,3.4032248755097387,1.0270320227479233,76.25000234558105,93.77800237670898,0.9058770504506195,79.44200237625122,95.000002681427
120,0.0013223645127515833,3.39633409178257,0.9969434911275611,76.52200261276245,93.78000271591186,0.9040901816504843,79.45000256896972,95.012002681427
121,0.0013124719094030836,3.386451248526573,1.0520427904146559,76.27200238098145,93.64400267333984,0.9033656858784311,79.48800244644166,95.01800264511108
122,0.0013025455882947966,3.3950664556026457,0.9995592231040492,76.51400256027222,93.8320026109314,0.9024416750625652,79.52600233200073,95.0260026548767
123,0.0012925866379597335,3.384543180823326,1.004798913045841,76.4160026071167,93.85600258163453,0.900806587518138,79.5120023878479,95.05600258209229
124,0.0012825961505090464,3.3844326825380326,0.9681014985065249,76.76800243637085,93.71400248062133,0.8999064306125921,79.52400248382568,95.08200262115479
125,0.0012725752215121742,3.375990846931934,1.0378882177174091,76.4800026789856,93.70200237243652,0.898558152401272,79.4900024571228,95.10000272323609
126,0.0012625249498769997,3.3740878008484843,1.0426517582553274,76.0940025302124,93.70600239105225,0.8973878424833802,79.55800256195069,95.13000260604858
127,0.001252446437729036,3.373553451049328,1.0074590553036507,76.54000255447387,93.81800268936158,0.8966410049401662,79.59600264526367,95.1620026158142
128,0.0012423407902906966,3.367062977540493,0.9761452621177715,76.7780026600647,93.78600241592407,0.8957986370386446,79.57400268432617,95.15000264511109
129,0.0012322091157600879,3.3714792172431944,1.0273027686292635,76.46400252700806,93.78400262420654,0.8953179375213736,79.56800253082275,95.19200251373292
130,0.0012220525251895782,3.3650144414305685,1.0237663738867815,76.58000220855713,93.8160027886963,0.8948670767028543,79.56200237731933,95.19800263092041
131,0.0012118721323636577,3.371424990463257,1.0157084117698318,76.72200249130249,93.82800249649048,0.8939349525334204,79.568002318573,95.20000253768922
132,0.0012016690536772385,3.355018755018711,0.9985590262667221,76.3980022782898,93.72000259140015,0.8927392190431848,79.58600249435425,95.23000259628296
133,0.0011914444080127838,3.350908057808876,1.0029442039701868,76.58200255447387,93.66600271606445,0.8920391720226583,79.630002525177,95.25600228378296
134,0.0011811993166179777,3.350901471924782,1.0120587568072712,76.9100023550415,93.97200267150879,0.8910187836736441,79.69200247634888,95.26400239654541
135,0.0011709349029825147,3.3491050968527794,0.9991877884330118,76.72600248825073,93.87600269348144,0.8903808407485485,79.6660024079895,95.28000250396728
136,0.0011606522927150125,3.3441278930187224,0.9790900572038749,77.03600252304078,94.01000269638061,0.8887769314734375,79.71200239822387,95.29400247024536
137,0.0011503526134195895,3.342122398304939,1.040434324346921,77.11400238388062,93.95800251525878,0.8874164589625948,79.73600239822387,95.29600248001098
138,0.0011400369945721316,3.3449873147249223,0.9890108416404795,77.22600254730224,94.04400256958007,0.8861479137969368,79.72800242492676,95.28000267974853
139,0.0011297065673964897,3.3393488988518714,0.9796821559395861,77.15800251739502,93.94400265899658,0.8852475080639124,79.76000252960205,95.29800264953613
140,0.0011193624647404161,3.3314306235671043,0.9978648934732465,77.21000250778198,94.06400246810914,0.8842190471203888,79.81600263442994,95.31200265930175
141,0.0011090058209513058,3.3277700743317604,0.9913030149524703,76.95200234649658,94.13200233963013,0.8831952693050399,79.84200269577026,95.35000267715454
142,0.0010986377717519076,3.3172216565608976,0.9963608981274507,76.79000248596192,93.95800262634278,0.8820184429778772,79.88200277389527,95.33000272598267
143,0.0010882594541156475,3.327732216799259,0.9461941571139237,77.4060025491333,94.17200263885498,0.8805125868495773,79.94000244186401,95.36400260604859
144,0.0010778720061419887,3.3140259336471556,0.9680592078058159,77.39800242248535,94.11400238388062,0.8796242924735826,79.96400257324218,95.37000248886109
145,0.0010674765669316634,3.316276581025124,0.9738852375132196,77.520002527771,94.23400249206543,0.8785440591985688,80.00200249511718,95.35400251373291
146,0.0010570742764617331,3.302952848291397,0.9682095324730172,77.27000237030029,94.072002653656,0.877297343357521,80.02800273925781,95.36000272689819
147,0.0010466662754605642,3.3068105313539506,0.9747661390506169,77.4880025616455,94.19600253494262,0.8763905922498774,80.06400259979247,95.38000256088257
148,0.0010362537052827404,3.3062200770258903,0.9812800633337568,77.30600249984741,94.13800246459961,0.8758351370034849,80.12400265136719,95.3880025706482
149,0.001025837707783939,3.295299285888672,0.9824275204583126,77.31600260009766,94.19600265975951,0.874291699817952,80.16800261764526,95.40200266021729
